start_S_H,start_S_W,start_S_A,end_S_H,end_S_W,end_S_A
0.035,0.725,0.24,0.0,1.0,0.0
0.035,0.76,0.205,0.0,1.0,0.0
0.035,0.795,0.17,0.0,1.0,0.0
0.03,0.83,0.14,0.0,1.0,0.0
0.035,0.86,0.105,0.0,1.0,0.0
0.035,0.895,0.07,0.0,1.0,0.0
0.035,0.93,0.035,0.0,1.0,0.0
0.035,0.965,0.0,0.0,1.0,0.0
0.07,0.0,0.93,1.0,0.0,0.0
0.07,0.035,0.895,0.0,1.0,0.0
0.07,0.07,0.86,0.0,1.0,0.0
0.065,0.105,0.83,0.0,1.0,0.0
0.065,0.14,0.795,0.0,1.0,0.0
0.07,0.17,0.76,0.0,1.0,0.0
0.07,0.205,0.725,0.0,1.0,0.0
0.07,0.24,0.69,0.0,1.0,0.0
0.07,0.275,0.655,0.0,1.0,0.0
0.07,0.31,0.62,0.0,1.0,0.0
0.07,0.345,0.585,0.0,1.0,0.0
0.07,0.38,0.55,0.0,1.0,0.0
0.07,0.415,0.515,0.0,1.0,0.0
0.065,0.45,0.485,0.0,1.0,0.0
0.065,0.485,0.45,0.0,1.0,0.0
0.07,0.515,0.415,0.0,1.0,0.0
0.07,0.55,0.38,0.0,1.0,0.0
0.07,0.585,0.345,0.0,1.0,0.0
0.07,0.62,0.31,0.0,1.0,0.0
0.07,0.655,0.275,0.0,1.0,0.0
0.07,0.69,0.24,0.0,1.0,0.0
0.07,0.725,0.205,0.0,1.0,0.0
0.07,0.76,0.17,0.0,1.0,0.0
0.065,0.795,0.14,0.0,1.0,0.0
0.065,0.83,0.105,0.0,1.0,0.0
0.07,0.86,0.07,0.0,1.0,0.0
0.07,0.895,0.035,0.0,1.0,0.0
0.07,0.93,0.0,0.0,1.0,0.0
0.105,0.0,0.895,1.0,0.0,0.0
0.105,0.035,0.86,0.0,1.0,0.0
0.1,0.07,0.83,0.0,1.0,0.0
0.1,0.105,0.795,0.0,1.0,0.0
0.1,0.14,0.76,0.0,1.0,0.0
0.105,0.17,0.725,0.0,1.0,0.0
0.105,0.205,0.69,0.0,1.0,0.0
0.105,0.24,0.655,0.0,1.0,0.0
0.105,0.275,0.62,0.0,1.0,0.0
0.105,0.31,0.585,0.0,1.0,0.0
0.105,0.345,0.55,0.0,1.0,0.0
0.105,0.38,0.515,0.0,1.0,0.0
0.1,0.415,0.485,0.0,1.0,0.0
0.1,0.45,0.45,0.0,1.0,0.0
0.1,0.485,0.415,0.0,1.0,0.0
0.105,0.515,0.38,0.0,1.0,0.0
0.105,0.55,0.345,0.0,1.0,0.0
0.105,0.585,0.31,0.0,1.0,0.0
0.105,0.62,0.275,0.0,1.0,0.0
0.105,0.655,0.24,0.0,1.0,0.0
0.105,0.69,0.205,0.0,1.0,0.0
0.105,0.725,0.17,0.0,1.0,0.0
0.1,0.76,0.14,0.0,1.0,0.0
0.1,0.795,0.105,0.0,1.0,0.0
0.1,0.83,0.07,0.0,1.0,0.0
0.105,0.86,0.035,0.0,1.0,0.0
0.105,0.895,0.0,0.0,1.0,0.0
0.14,0.0,0.86,1.0,0.0,0.0
0.135,0.035,0.83,0.0,1.0,0.0
0.135,0.07,0.795,0.0,1.0,0.0
0.135,0.105,0.76,0.0,1.0,0.0
0.135,0.14,0.725,0.0,1.0,0.0
0.14,0.17,0.69,0.0,1.0,0.0
0.14,0.205,0.655,0.0,1.0,0.0
0.14,0.24,0.62,0.0,1.0,0.0
0.14,0.275,0.585,0.0,1.0,0.0
0.14,0.31,0.55,0.0,1.0,0.0
0.14,0.345,0.515,0.0,1.0,0.0
0.135,0.38,0.485,0.0,1.0,0.0
0.135,0.415,0.45,0.0,1.0,0.0
0.135,0.45,0.415,0.0,1.0,0.0
0.135,0.485,0.38,0.0,1.0,0.0
0.14,0.515,0.345,0.0,1.0,0.0
0.14,0.55,0.31,0.0,1.0,0.0
0.14,0.585,0.275,0.0,1.0,0.0
0.14,0.62,0.24,0.0,1.0,0.0
0.14,0.655,0.205,0.0,1.0,0.0
0.14,0.69,0.17,0.0,1.0,0.0
0.135,0.725,0.14,0.0,1.0,0.0
0.135,0.76,0.105,0.0,1.0,0.0
0.135,0.795,0.07,0.0,1.0,0.0
0.135,0.83,0.035,0.0,1.0,0.0
0.14,0.86,0.0,0.0,1.0,0.0
0.17,0.0,0.83,1.0,0.0,0.0
0.17,0.035,0.795,0.0,1.0,0.0
0.17,0.07,0.76,0.0,1.0,0.0
0.17,0.105,0.725,0.0,1.0,0.0
0.17,0.14,0.69,0.0,1.0,0.0
0.175,0.17,0.655,0.0,1.0,0.0
0.175,0.205,0.62,0.0,1.0,0.0
0.175,0.24,0.585,0.0,1.0,0.0
0.175,0.275,0.55,0.0,1.0,0.0
0.175,0.31,0.515,0.0,1.0,0.0
0.17,0.345,0.485,0.0,1.0,0.0
0.17,0.38,0.45,0.0,1.0,0.0
0.17,0.415,0.415,0.0,1.0,0.0
0.17,0.45,0.38,0.0,1.0,0.0
0.17,0.485,0.345,0.0,1.0,0.0
0.175,0.515,0.31,0.0,1.0,0.0
0.175,0.55,0.275,0.0,1.0,0.0
0.175,0.585,0.24,0.0,1.0,0.0
0.175,0.62,0.205,0.0,1.0,0.0
0.175,0.655,0.17,0.0,1.0,0.0
0.17,0.69,0.14,0.0,1.0,0.0
0.17,0.725,0.105,0.0,1.0,0.0
0.17,0.76,0.07,0.0,1.0,0.0
0.17,0.795,0.035,0.0,1.0,0.0
0.17,0.83,0.0,0.0,1.0,0.0
0.205,0.0,0.795,1.0,0.0,0.0
0.205,0.035,0.76,0.0,1.0,0.0
0.205,0.07,0.725,0.0,1.0,0.0
0.205,0.105,0.69,0.0,1.0,0.0
0.205,0.14,0.655,0.0,1.0,0.0
0.21,0.17,0.62,0.0,1.0,0.0
0.21,0.205,0.585,0.0,1.0,0.0
0.21,0.24,0.55,0.0,1.0,0.0
0.21,0.275,0.515,0.0,1.0,0.0
0.205,0.31,0.485,0.0,1.0,0.0
0.205,0.345,0.45,0.0,1.0,0.0
0.205,0.38,0.415,0.0,1.0,0.0
0.205,0.415,0.38,0.0,1.0,0.0
0.205,0.45,0.345,0.0,1.0,0.0
0.205,0.485,0.31,0.0,1.0,0.0
0.21,0.515,0.275,0.0,1.0,0.0
0.21,0.55,0.24,0.0,1.0,0.0
0.21,0.585,0.205,0.0,1.0,0.0
0.21,0.62,0.17,0.0,1.0,0.0
0.205,0.655,0.14,0.0,1.0,0.0
0.205,0.69,0.105,0.0,1.0,0.0
0.205,0.725,0.07,0.0,1.0,0.0
0.205,0.76,0.035,0.0,1.0,0.0
0.205,0.795,0.0,0.0,1.0,0.0
0.24,0.0,0.76,0.0,0.0,1.0
0.24,0.035,0.725,0.0,1.0,0.0
0.24,0.07,0.69,0.0,1.0,0.0
0.24,0.105,0.655,0.0,1.0,0.0
0.24,0.14,0.62,0.0,1.0,0.0
0.245,0.17,0.585,0.0,1.0,0.0
0.245,0.205,0.55,0.0,1.0,0.0
0.245,0.24,0.515,0.0,1.0,0.0
0.24,0.275,0.485,0.0,1.0,0.0
0.24,0.31,0.45,0.0,1.0,0.0
0.24,0.345,0.415,0.0,1.0,0.0
0.24,0.38,0.38,0.0,1.0,0.0
0.24,0.415,0.345,0.0,1.0,0.0
0.24,0.45,0.31,0.0,1.0,0.0
0.24,0.485,0.275,0.0,1.0,0.0
0.245,0.515,0.24,0.0,1.0,0.0
0.245,0.55,0.205,0.0,1.0,0.0
0.245,0.585,0.17,0.0,1.0,0.0
0.24,0.62,0.14,0.0,1.0,0.0
0.24,0.655,0.105,0.0,1.0,0.0
0.24,0.69,0.07,0.0,1.0,0.0
0.24,0.725,0.035,0.0,1.0,0.0
0.24,0.76,0.0,0.0,1.0,0.0
0.275,0.0,0.725,0.0,0.0,1.0
0.275,0.035,0.69,0.0,1.0,0.0
0.275,0.07,0.655,0.0,1.0,0.0
0.275,0.105,0.62,0.0,1.0,0.0
0.275,0.14,0.585,0.0,1.0,0.0
0.28,0.17,0.55,0.0,1.0,0.0
0.28,0.205,0.515,0.0,1.0,0.0
0.275,0.24,0.485,0.0,1.0,0.0
0.275,0.275,0.45,0.0,1.0,0.0
0.275,0.31,0.415,0.0,1.0,0.0
0.275,0.345,0.38,0.0,1.0,0.0
0.275,0.38,0.345,0.0,1.0,0.0
0.275,0.415,0.31,0.0,1.0,0.0
0.275,0.45,0.275,0.0,1.0,0.0
0.275,0.485,0.24,0.0,1.0,0.0
0.28,0.515,0.205,0.0,1.0,0.0
0.28,0.55,0.17,0.0,1.0,0.0
0.275,0.585,0.14,0.0,1.0,0.0
0.275,0.62,0.105,0.0,1.0,0.0
0.275,0.655,0.07,0.0,1.0,0.0
0.275,0.69,0.035,0.0,1.0,0.0
0.275,0.725,0.0,0.0,1.0,0.0
0.31,0.0,0.69,0.0,0.0,1.0
0.31,0.035,0.655,0.0,1.0,0.0
0.31,0.07,0.62,0.0,1.0,0.0
0.31,0.105,0.585,0.0,1.0,0.0
0.31,0.14,0.55,0.0,1.0,0.0
0.315,0.17,0.515,0.0,1.0,0.0
0.31,0.205,0.485,0.0,1.0,0.0
0.31,0.24,0.45,0.0,1.0,0.0
0.31,0.275,0.415,0.0,1.0,0.0
0.31,0.31,0.38,0.0,1.0,0.0
0.31,0.345,0.345,0.0,1.0,0.0
0.31,0.38,0.31,0.0,1.0,0.0
0.31,0.415,0.275,0.0,1.0,0.0
0.31,0.45,0.24,0.0,1.0,0.0
0.31,0.485,0.205,0.0,1.0,0.0
0.315,0.515,0.17,0.0,1.0,0.0
0.31,0.55,0.14,0.0,1.0,0.0
0.31,0.585,0.105,0.0,1.0,0.0
0.31,0.62,0.07,0.0,1.0,0.0
0.31,0.655,0.035,0.0,1.0,0.0
0.31,0.69,0.0,0.0,1.0,0.0
0.345,0.0,0.655,0.0,0.0,1.0
0.345,0.035,0.62,0.0,1.0,0.0
0.345,0.07,0.585,0.0,1.0,0.0
0.345,0.105,0.55,0.0,1.0,0.0
0.345,0.14,0.515,0.0,1.0,0.0
0.345,0.17,0.485,0.0,1.0,0.0
0.345,0.205,0.45,0.0,1.0,0.0
0.345,0.24,0.415,0.0,1.0,0.0
0.345,0.275,0.38,0.0,1.0,0.0
0.345,0.31,0.345,0.0,1.0,0.0
0.345,0.345,0.31,0.0,1.0,0.0
0.345,0.38,0.275,0.0,1.0,0.0
0.345,0.415,0.24,0.0,1.0,0.0
0.345,0.45,0.205,0.0,1.0,0.0
0.345,0.485,0.17,0.0,1.0,0.0
0.345,0.515,0.14,0.0,1.0,0.0
0.345,0.55,0.105,0.0,1.0,0.0
0.345,0.585,0.07,0.0,1.0,0.0
0.345,0.62,0.035,0.0,1.0,0.0
0.345,0.655,0.0,0.0,1.0,0.0
0.38,0.0,0.62,0.0,0.0,1.0
0.38,0.035,0.585,0.0,1.0,0.0
0.38,0.07,0.55,0.0,1.0,0.0
0.38,0.105,0.515,0.0,1.0,0.0
0.375,0.14,0.485,0.0,1.0,0.0
0.38,0.17,0.45,0.0,1.0,0.0
0.38,0.205,0.415,0.0,1.0,0.0
0.38,0.24,0.38,0.0,1.0,0.0
0.38,0.275,0.345,0.0,1.0,0.0
0.38,0.31,0.31,0.0,1.0,0.0
0.38,0.345,0.275,0.0,1.0,0.0
0.38,0.38,0.24,0.0,1.0,0.0
0.38,0.415,0.205,0.0,1.0,0.0
0.38,0.45,0.17,0.0,1.0,0.0
0.375,0.485,0.14,0.0,1.0,0.0
0.38,0.515,0.105,0.0,1.0,0.0
0.38,0.55,0.07,0.0,1.0,0.0
0.38,0.585,0.035,0.0,1.0,0.0
0.38,0.62,0.0,0.0,1.0,0.0
0.415,0.0,0.585,0.0,0.0,1.0
0.415,0.035,0.55,0.0,1.0,0.0
0.415,0.07,0.515,0.0,1.0,0.0
0.41,0.105,0.485,0.0,1.0,0.0
0.41,0.14,0.45,0.0,1.0,0.0
0.415,0.17,0.415,0.0,1.0,0.0
0.415,0.205,0.38,0.0,1.0,0.0
0.415,0.24,0.345,0.0,1.0,0.0
0.415,0.275,0.31,0.0,1.0,0.0
0.415,0.31,0.275,0.0,1.0,0.0
0.415,0.345,0.24,0.0,1.0,0.0
0.415,0.38,0.205,0.0,1.0,0.0
0.415,0.415,0.17,0.0,1.0,0.0
0.41,0.45,0.14,0.0,1.0,0.0
0.41,0.485,0.105,0.0,1.0,0.0
0.415,0.515,0.07,0.0,1.0,0.0
0.415,0.55,0.035,0.0,1.0,0.0
0.415,0.585,0.0,0.0,1.0,0.0
0.45,0.0,0.55,0.0,0.0,1.0
0.45,0.035,0.515,0.0,1.0,0.0
0.445,0.07,0.485,0.0,1.0,0.0
0.445,0.105,0.45,0.0,1.0,0.0
0.445,0.14,0.415,0.0,1.0,0.0
0.45,0.17,0.38,0.0,1.0,0.0
0.45,0.205,0.345,0.0,1.0,0.0
0.45,0.24,0.31,0.0,1.0,0.0
0.45,0.275,0.275,0.0,1.0,0.0
0.45,0.31,0.24,0.0,1.0,0.0
0.45,0.345,0.205,0.0,1.0,0.0
0.45,0.38,0.17,0.0,1.0,0.0
0.445,0.415,0.14,0.0,1.0,0.0
0.445,0.45,0.105,0.0,1.0,0.0
0.445,0.485,0.07,0.0,1.0,0.0
0.45,0.515,0.035,0.0,1.0,0.0
0.45,0.55,0.0,0.0,1.0,0.0
0.485,0.0,0.515,0.0,0.0,1.0
0.48,0.035,0.485,0.0,1.0,0.0
0.48,0.07,0.45,0.0,1.0,0.0
0.48,0.105,0.415,0.0,1.0,0.0
0.48,0.14,0.38,0.0,1.0,0.0
0.485,0.17,0.345,0.0,1.0,0.0
0.485,0.205,0.31,0.0,1.0,0.0
0.485,0.24,0.275,0.0,1.0,0.0
0.485,0.275,0.24,0.0,1.0,0.0
0.485,0.31,0.205,0.0,1.0,0.0
0.485,0.345,0.17,0.0,1.0,0.0
0.48,0.38,0.14,0.0,1.0,0.0
0.48,0.415,0.105,0.0,1.0,0.0
0.48,0.45,0.07,0.0,1.0,0.0
0.48,0.485,0.035,0.0,1.0,0.0
0.485,0.515,0.0,0.0,1.0,0.0
0.515,0.0,0.485,0.0,0.0,1.0
0.515,0.035,0.45,0.0,1.0,0.0
0.515,0.07,0.415,0.0,1.0,0.0
0.515,0.105,0.38,0.0,1.0,0.0
0.515,0.14,0.345,0.0,1.0,0.0
0.52,0.17,0.31,0.0,1.0,0.0
0.52,0.205,0.275,0.0,1.0,0.0
0.52,0.24,0.24,0.0,1.0,0.0
0.52,0.275,0.205,0.0,1.0,0.0
0.52,0.31,0.17,0.0,1.0,0.0
0.515,0.345,0.14,0.0,1.0,0.0
0.515,0.38,0.105,0.0,1.0,0.0
0.515,0.415,0.07,0.0,1.0,0.0
0.515,0.45,0.035,0.0,1.0,0.0
0.515,0.485,0.0,0.0,1.0,0.0
0.55,0.0,0.45,0.0,0.0,1.0
0.55,0.035,0.415,0.0,1.0,0.0
0.55,0.07,0.38,0.0,1.0,0.0
0.55,0.105,0.345,0.0,1.0,0.0
0.55,0.14,0.31,0.0,1.0,0.0
0.555,0.17,0.275,0.0,1.0,0.0
0.555,0.205,0.24,0.0,1.0,0.0
0.555,0.24,0.205,0.0,1.0,0.0
0.555,0.275,0.17,0.0,1.0,0.0
0.55,0.31,0.14,0.0,1.0,0.0
0.55,0.345,0.105,0.0,1.0,0.0
0.55,0.38,0.07,0.0,1.0,0.0
0.55,0.415,0.035,0.0,1.0,0.0
0.55,0.45,0.0,0.0,1.0,0.0
0.585,0.0,0.415,0.0,0.0,1.0
0.585,0.035,0.38,0.0,1.0,0.0
0.585,0.07,0.345,0.0,1.0,0.0
0.585,0.105,0.31,0.0,1.0,0.0
0.585,0.14,0.275,0.0,1.0,0.0
0.59,0.17,0.24,0.0,1.0,0.0
0.59,0.205,0.205,0.0,1.0,0.0
0.59,0.24,0.17,0.0,1.0,0.0
0.585,0.275,0.14,0.0,1.0,0.0
0.585,0.31,0.105,0.0,1.0,0.0
0.585,0.345,0.07,0.0,1.0,0.0
0.585,0.38,0.035,0.0,1.0,0.0
0.585,0.415,0.0,0.0,1.0,0.0
0.62,0.0,0.38,0.0,0.0,1.0
0.62,0.035,0.345,0.0,1.0,0.0
0.62,0.07,0.31,0.0,1.0,0.0
0.62,0.105,0.275,0.0,1.0,0.0
0.62,0.14,0.24,0.0,1.0,0.0
0.625,0.17,0.205,0.0,1.0,0.0
0.625,0.205,0.17,0.0,1.0,0.0
0.62,0.24,0.14,0.0,1.0,0.0
0.62,0.275,0.105,0.0,1.0,0.0
0.62,0.31,0.07,0.0,1.0,0.0
0.62,0.345,0.035,0.0,1.0,0.0
0.62,0.38,0.0,0.0,1.0,0.0
0.655,0.0,0.345,0.0,0.0,1.0
0.655,0.035,0.31,0.0,1.0,0.0
0.655,0.07,0.275,0.0,1.0,0.0
0.655,0.105,0.24,0.0,1.0,0.0
0.655,0.14,0.205,0.0,1.0,0.0
0.66,0.17,0.17,0.0,1.0,0.0
0.655,0.205,0.14,0.0,1.0,0.0
0.655,0.24,0.105,0.0,1.0,0.0
0.655,0.275,0.07,0.0,1.0,0.0
0.655,0.31,0.035,0.0,1.0,0.0
0.655,0.345,0.0,0.0,1.0,0.0
0.69,0.0,0.31,0.0,0.0,1.0
0.69,0.035,0.275,0.0,1.0,0.0
0.69,0.07,0.24,0.0,1.0,0.0
0.69,0.105,0.205,0.0,1.0,0.0
0.69,0.14,0.17,0.0,1.0,0.0
0.69,0.17,0.14,0.0,1.0,0.0
0.69,0.205,0.105,0.0,1.0,0.0
0.69,0.24,0.07,0.0,1.0,0.0
0.69,0.275,0.035,0.0,1.0,0.0
0.69,0.31,0.0,0.0,1.0,0.0
0.725,0.0,0.275,0.0,0.0,1.0
0.725,0.035,0.24,0.0,1.0,0.0
0.725,0.07,0.205,0.0,1.0,0.0
0.725,0.105,0.17,0.0,1.0,0.0
0.72,0.14,0.14,0.0,1.0,0.0
0.725,0.17,0.105,0.0,1.0,0.0
0.725,0.205,0.07,0.0,1.0,0.0
0.725,0.24,0.035,0.0,1.0,0.0
0.725,0.275,0.0,0.0,1.0,0.0
0.76,0.0,0.24,0.0,0.0,1.0
0.76,0.035,0.205,0.0,1.0,0.0
0.76,0.07,0.17,0.0,1.0,0.0
0.755,0.105,0.14,0.0,1.0,0.0
0.755,0.14,0.105,0.0,1.0,0.0
0.76,0.17,0.07,0.0,1.0,0.0
0.76,0.205,0.035,0.0,1.0,0.0
0.76,0.24,0.0,0.0,1.0,0.0
0.795,0.0,0.205,0.0,0.0,1.0
0.795,0.035,0.17,0.0,1.0,0.0
0.79,0.07,0.14,0.0,1.0,0.0
0.79,0.105,0.105,0.0,1.0,0.0
0.79,0.14,0.07,0.0,1.0,0.0
0.795,0.17,0.035,0.0,1.0,0.0
0.795,0.205,0.0,0.0,1.0,0.0
0.83,0.0,0.17,0.0,0.0,1.0
0.825,0.035,0.14,0.0,1.0,0.0
0.825,0.07,0.105,0.0,1.0,0.0
0.825,0.105,0.07,0.0,1.0,0.0
0.825,0.14,0.035,0.0,1.0,0.0
0.83,0.17,0.0,0.0,1.0,0.0
0.86,0.0,0.14,0.0,0.0,1.0
0.86,0.035,0.105,0.0,1.0,0.0
0.86,0.07,0.07,0.0,1.0,0.0
0.86,0.105,0.035,0.0,1.0,0.0
0.86,0.14,0.0,0.0,1.0,0.0
0.895,0.0,0.105,0.0,0.0,1.0
0.895,0.035,0.07,0.0,1.0,0.0
0.895,0.07,0.035,0.0,1.0,0.0
0.895,0.105,0.0,0.0,1.0,0.0
0.93,0.0,0.07,1.0,0.0,0.0
0.93,0.035,0.035,0.0,1.0,0.0
0.93,0.07,0.0,0.0,1.0,0.0
0.965,0.0,0.035,0.0,0.0,1.0
0.965,0.035,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
